latitude|longitude|Date
8.82125|-79.53603|08-07
9.25383|-79.89934|08-07
8.82375|-79.47593|08-07
9.36689|-79.88425|08-07
9.35309|-79.91381|08-07
8.86465|-79.46957|08-07
9.46508|-79.81403|08-07
9.44174|-79.88593|08-07
8.8657|-79.48755|08-07
8.95768|-79.5749|08-07
9.35717|-79.88283|08-07
9.35989|-79.88397|08-07
9.01462|-79.61772|08-07
8.98056|-79.58809|08-07
8.855|-79.45693|08-07
9.35092|-79.9075|08-07
8.75871|-79.41692|08-07
8.718630000000001|-79.40237|08-07
8.9593|-79.57568|08-07
9.62544|-79.85791|08-07
8.77239|-79.41998|08-07
9.61044|-79.8948|08-07
8.76663|-79.4221|08-07
8.75953|-79.41622|08-07
9.60301|-79.87014|08-07
9.51066|-79.9908|08-07
9.56369|-79.86169|08-07
9.61712|-79.85102|08-07
9.61791|-79.85168|08-07
8.77144|-79.42007|08-07
9.58138|-79.86119|08-07
8.76231|-79.41881|08-07
9.61961|-79.8527|08-07
8.80947|-79.58697|08-08
9.37036|-79.92503|08-08
9.3521|-79.90776|08-08
9.35312|-79.91375|08-08
8.95785|-79.56502|08-08
9.44337|-79.88376|08-08
8.83252|-79.58317|08-08
9.43919|-79.85443|08-08
9.48505|-79.84417|08-08
9.25468|-79.89838|08-08
9.46433|-79.872|08-08
9.3508|-79.90756|08-08
8.86718|-79.45671|08-08
9.36202|-79.88543|08-08
9.37226|-79.88527|08-08
9.20142|-79.91901|08-08
9.35233|-79.91083|08-08
8.86363|-79.48679|08-08
8.852970000000001|-79.45706|08-08
9.37322|-79.88934|08-08
9.43546|-79.8821|08-08
9.4556|-79.83318|08-08
9.37155|-79.89483|08-08
9.30608|-79.9175|08-08
9.35782|-79.88305|08-08
9.37102|-79.88712|08-08
9.46519|-79.97581|08-08
8.95602|-79.57399|08-08
9.25526|-79.91225|08-08
9.36356|-79.88565|08-08
8.86234|-79.46949|08-08
9.43162|-79.87404|08-08
8.98128|-79.58883|08-08
9.57723|-79.8642|08-08
8.96266|-79.56939|08-08
9.36965|-79.8853|08-08
8.77713|-79.41477|08-08
8.961|-79.56788|08-08
9.35717|-79.883|08-08
8.73201|-79.40878|08-08
8.74331|-79.41288|08-08
9.60964|-79.86556|08-08
8.74541|-79.41694|08-08
8.74111|-79.40688|08-08
8.7833|-79.43185|08-08
8.74798|-79.41585|08-08
8.77325|-79.42638|08-08
9.56618|-79.8653|08-08
9.49092|-79.97373|08-08
9.58564|-79.86806|08-08
9.53688|-79.86935|08-08
8.76282|-79.41918|08-08
9.35086|-79.90755|08-09
9.36592|-79.88871|08-09
9.01762|-79.61288|08-09
9.46219|-79.88006|08-09
9.36642|-79.88516|08-09
8.86399|-79.46662|08-09
9.37073|-79.92538|08-09
8.84071|-79.45784|08-09
9.47937|-79.87495|08-09
9.43942|-79.85447|08-09
9.59438|-79.8583|08-09
8.96325|-79.57044|08-09
8.9566|-79.57425|08-09
8.84884|-79.48929|08-09
8.97425|-79.58307|08-09
8.80967|-79.58676|08-09
9.36943|-79.88582|08-09
9.37228|-79.88525|08-09
9.43154|-79.87423|08-09
8.9118|-79.53891|08-09
9.35314|-79.91374|08-09
9.44375|-79.88377|08-09
9.3523|-79.91085|08-09
9.35905|-79.88369|08-09
9.3606|-79.88454|08-09
9.31449|-79.91819|08-09
8.95796|-79.5651|08-09
8.85334|-79.45697|08-09
9.37277|-79.88899|08-09
9.45125|-79.85706|08-09
8.95557|-79.56548|08-09
8.9844|-79.59132|08-09
8.86809|-79.45545|08-09
9.46467|-79.8725|08-09
9.27499|-79.91284|08-09
8.75159|-79.41857|08-09
8.72495|-79.40763|08-09
9.5593|-79.87377|08-09
9.61358|-79.84309|08-09
8.76359|-79.41304|08-09
8.76252|-79.42034|08-09
8.75426|-79.4154|08-09
9.51949|-79.9991|08-09
9.61192|-79.86487|08-09
8.723230000000001|-79.40837|08-09
9.59555|-79.85543|08-09
9.61876|-79.85701|08-09
9.61969|-79.88563|08-09
8.7506|-79.41508|08-09
8.72565|-79.40681|08-09
8.841190000000001|-79.44952|08-10
8.83291|-79.44271|08-10
9.45092|-79.85697|08-10
9.3668|-79.88453|08-10
8.85273|-79.45727|08-10
9.35612|-79.8823|08-10
9.52816|-79.88544|08-10
9.55482|-79.84307|08-10
9.53839|-79.84639|08-10
9.37594|-79.89108|08-10
8.963|-79.56959|08-10
8.95377|-79.56715|08-10
8.95556|-79.56548|08-10
9.36916|-79.8864|08-10
9.35094|-79.90749|08-10
9.04597|-79.64979|08-10
8.857850000000001|-79.4702|08-10
9.42772|-79.87566|08-10
8.95569|-79.57388|08-10
8.86781|-79.45556|08-10
9.37215|-79.88845|08-10
9.50063|-79.88716|08-10
8.95985|-79.5669|08-10
9.35228|-79.91093|08-10
9.44349|-79.88352|08-10
9.35827|-79.88341|08-10
9.36358|-79.88576|08-10
8.894|-79.483|08-10
9.37117|-79.88678|08-10
9.36936|-79.89261|08-10
8.95405|-79.57495|08-10
8.80925|-79.58762|08-10
9.37129|-79.92519|08-10
8.9605|-79.57635|08-10
9.47507|-79.89057|08-10
8.84198|-79.47003|08-10
8.85257|-79.44464|08-10
9.625070000000001|-80.01012|08-10
9.568480000000001|-79.86866|08-10
9.60469|-79.88904|08-10
9.5786|-79.8631|08-10
8.72449|-79.40752|08-10
9.59055|-79.85924|08-10
9.47158|-79.89441|08-10
9.5592|-79.81086|08-11
9.35858|-79.8836|08-11
8.86713|-79.4583|08-11
8.98394|-79.59074|08-11
8.80909|-79.5872|08-11
9.37045|-79.92494|08-11
8.75783|-79.45992|08-11
8.85811|-79.47352|08-11
8.85579|-79.49559|08-11
8.96052|-79.57628|08-11
8.95582|-79.56532|08-11
9.36147|-79.88478|08-11
8.95596|-79.57392|08-11
9.44415|-79.88391|08-11
8.95378|-79.56714|08-11
9.3669|-79.88431|08-11
9.45157|-79.85772|08-11
8.96838|-79.57885|08-11
8.8408|-79.45043|08-11
9.36354|-79.88569|08-11
8.96248|-79.56929|08-11
8.88671|-79.5203|08-11
8.89383|-79.4835|08-11
9.47649|-79.81254|08-11
9.37306|-79.88912|08-11
8.74674|-79.4184|08-11
9.58625|-79.85049|08-11
8.74489|-79.41485|08-11
8.76915|-79.41964|08-11
9.5518|-79.88044|08-11
8.73992|-79.41257|08-11
9.61263|-79.84158|08-11
8.74742|-79.41632|08-11
8.73731|-79.40285|08-11
9.49253|-79.94418|08-11
9.61262|-79.86081|08-11
8.778880000000001|-79.42497|08-11
8.72319|-79.40891|08-11
9.57246|-79.88252|08-11
9.55716|-79.87157|08-11
8.73363|-79.40779|08-11
9.61125|-79.85017|08-11
9.6221|-79.86982|08-11
9.36378|-79.88582|08-12
9.59554|-79.88023|08-12
9.0145|-79.61765|08-12
9.36105|-79.88459|08-12
9.48709|-79.84893|08-12
8.77079|-79.46348|08-12
9.35079|-79.90649|08-12
9.36945|-79.92744|08-12
8.80899|-79.58794|08-12
8.96125|-79.5681|08-12
8.85856|-79.47397|08-12
8.9555|-79.56551|08-12
8.9572|-79.57458|08-12
9.37278|-79.88891|08-12
9.44312|-79.88701|08-12
8.8941|-79.48446|08-12
8.83948|-79.5021|08-12
8.95778|-79.56519|08-12
8.876290000000001|-79.49293|08-12
9.50379|-79.89476|08-12
8.96257|-79.5695|08-12
8.96051|-79.57633|08-12
8.8786|-79.45559|08-12
9.37559|-79.89131|08-12
9.36955|-79.88542|08-12
9.4709|-79.93188|08-12
9.52484|-79.91584|08-12
9.35813|-79.88331|08-12
8.797930000000001|-79.58062|08-12
9.57763|-79.86802|08-12
9.5079|-79.93845|08-12
9.58466|-79.86677|08-12
8.77643|-79.43336|08-12
9.55833|-79.87317|08-12
9.57854|-79.86319|08-12
8.74683|-79.41657|08-12
8.77936|-79.42721|08-12
8.80944|-79.58914|08-13
8.84392|-79.47354|08-13
9.48858|-79.84351|08-13
8.84364|-79.45642|08-13
9.45705|-79.89595|08-13
8.98466|-79.59153|08-13
9.44382|-79.88341|08-13
8.9552|-79.56576|08-13
8.83971|-79.50267|08-13
9.36983|-79.92522|08-13
8.97796|-79.58617|08-13
9.37245|-79.88868|08-13
8.89425|-79.48437|08-13
9.44931|-79.95453|08-13
9.41058|-79.89448|08-13
9.17572|-79.83325|08-13
8.96099|-79.56806|08-13
9.36122|-79.88457|08-13
9.3523|-79.91074|08-13
9.36355|-79.88569|08-13
9.45256|-79.85642|08-13
8.96332|-79.56991|08-13
9.35087|-79.90755|08-13
9.47003|-79.92671|08-13
8.81535|-79.58942|08-13
9.3522|-79.90767|08-13
8.72041|-79.4084|08-13
8.75227|-79.41071|08-13
9.62602|-79.84891|08-13
9.59275|-79.86537|08-13
8.72848|-79.41231|08-13
8.71949|-79.40531|08-13
9.568950000000001|-79.8655|08-13
9.58689|-79.87936|08-13
8.77044|-79.42069|08-13
8.77292|-79.43046|08-13
9.60093|-79.87055|08-13
9.51493|-79.97256|08-13
8.71701|-79.4056|08-13
9.5905|-79.8471|08-13
8.7177|-79.40442|08-13
8.7477|-79.40781|08-13
8.72438|-79.40591|08-13
9.5336|-79.84487|08-13
9.59739|-79.84754|08-13
8.90164|-79.4979|08-14
8.96013|-79.56723|08-14
9.37553|-79.8908|08-14
9.36916|-79.92624|08-14
9.36907|-79.88643|08-14
9.35837|-79.88351|08-14
8.95517|-79.56567|08-14
9.44541|-79.8917|08-14
8.89745|-79.48653|08-14
9.47193|-79.84514|08-14
9.3534|-79.90909|08-14
9.37289|-79.88922|08-14
8.84234|-79.50488|08-14
9.61919|-79.84385|08-14
8.88266|-79.46707|08-14
9.35218|-79.90759|08-14
9.3738|-79.93253|08-14
8.95734|-79.57453|08-14
9.44403|-79.88424|08-14
9.36368|-79.88591|08-14
8.88368|-79.48375|08-14
9.437570000000001|-79.85355|08-14
9.01387|-79.61675|08-14
8.95777|-79.56505|08-14
9.56252|-79.85327|08-14
8.95372|-79.56707|08-14
9.55758|-79.81558|08-14
8.9633|-79.56988|08-14
9.18237|-79.84332|08-14
8.86101|-79.47751|08-14
8.88201|-79.49331|08-14
8.8196|-79.43411|08-14
9.35635|-79.88248|08-14
9.38522|-79.89677|08-14
9.45443|-79.85505|08-14
8.809940000000001|-79.58986|08-14
8.75992|-79.53023|08-14
8.73456|-79.41227|08-14
9.52259|-79.99347|08-14
8.75428|-79.41584|08-14
9.61783|-79.84943|08-14
8.79567|-79.43727|08-14
9.59754|-79.88449|08-14
9.50772|-79.99195|08-14
8.75005|-79.41397|08-14
9.62148|-79.84206|08-14
8.72503|-79.40553|08-14
8.786200000000001|-79.42007|08-14
9.60906|-79.84825|08-14
8.75946|-79.41985|08-14
9.55542|-79.87489|08-14
9.450520000000001|-79.85785|08-15
9.48834|-79.84203|08-15
9.37457|-79.92442|08-15
9.57243|-79.88457|08-15
8.96027|-79.57624|08-15
8.95458|-79.56648|08-15
9.36685|-79.88406|08-15
8.8578|-79.47591|08-15
8.96342|-79.57013|08-15
9.37163|-79.89073|08-15
8.73782|-79.41243|08-15
9.30361|-79.91739|08-15
9.43882|-79.91375|08-15
8.81002|-79.58992|08-15
8.83238|-79.48647|08-15
9.36075|-79.88453|08-15
9.42106|-79.89469|08-15
8.88225|-79.48279|08-15
9.43528|-79.91979|08-15
9.35078|-79.90646|08-15
8.94223|-79.5645|08-15
8.9757|-79.58436|08-15
9.35848|-79.88347|08-15
8.849920000000001|-79.47144|08-15
9.4385|-79.8507|08-15
8.84089|-79.50414|08-15
9.37116|-79.88633|08-15
8.95639|-79.57407|08-15
9.3563|-79.8825|08-15
9.61783|-79.94368|08-15
8.86097|-79.46519|08-15
8.96015|-79.56725|08-15
9.46149|-79.84645|08-15
9.3762|-79.91107|08-15
9.46905|-79.96936|08-15
9.35327|-79.90915|08-15
9.36348|-79.88567|08-15
9.59352|-79.85854|08-15
9.5194|-79.89088|08-15
9.55135|-79.88092|08-15
8.71631|-79.4039|08-15
8.77238|-79.42342|08-15
8.71838|-79.40415|08-15
8.72038|-79.40308|08-15
9.5213|-79.92833|08-15
9.5657|-79.86077|08-15
9.57169|-79.86784|08-15
9.6237|-79.89111|08-15
8.77025|-79.42458|08-15
8.85695|-79.47357|08-16
8.80918|-79.58745|08-16
9.37538|-79.8908|08-16
9.4603|-79.84723|08-16
9.43778|-79.85045|08-16
8.84512|-79.48841|08-16
8.95554|-79.56544|08-16
9.44807|-79.8584|08-16
8.95783|-79.56501|08-16
9.37447|-79.92421|08-16
9.36945|-79.88595|08-16
9.367280000000001|-79.89072|08-16
8.98487|-79.59172|08-16
9.35226|-79.90761|08-16
8.8455|-79.47322|08-16
8.81621|-79.5467|08-16
9.37626|-79.91128|08-16
8.99552|-79.59014|08-16
8.95932|-79.57561|08-16
9.37233|-79.88511|08-16
9.37272|-79.88905|08-16
9.48692|-79.8433|08-16
8.84067|-79.50145|08-16
9.35075|-79.90775|08-16
8.86074|-79.46348|08-16
9.36073|-79.88452|08-16
9.36333|-79.88577|08-16
8.9634|-79.57015|08-16
8.95636|-79.57409|08-16
8.8125|-79.53245|08-16
9.36703|-79.88418|08-16
9.48935|-79.81463|08-16
9.35632|-79.88244|08-16
8.96015|-79.56727|08-16
9.43627|-79.95019|08-16
9.29787|-79.9163|08-16
8.71732|-79.40646|08-16
8.73138|-79.41005|08-16
8.75584|-79.41796|08-16
9.62237|-79.85801|08-16
8.77821|-79.42557|08-16
9.59221|-79.86081|08-16
9.55912|-79.88267|08-16
8.74016|-79.41235|08-16
9.56065|-79.88936|08-16
9.56291|-79.86646|08-16
8.77022|-79.42039|08-16
9.59187|-79.86866|08-16
9.56792|-79.87295|08-16
9.58983|-79.87547|08-16
9.60608|-79.86672|08-16
9.54321|-79.86877|08-16
9.552340000000001|-79.88854|08-16
9.55455|-79.88739|08-16
9.01375|-79.61665|08-17
8.97364|-79.58272|08-17
8.95783|-79.56499|08-17
9.37603|-79.91099|08-17
9.0871|-79.67965|08-17
9.45727|-79.93568|08-17
8.8159|-79.54833|08-17
9.37441|-79.92408|08-17
9.55803|-79.79633|08-17
8.95946|-79.57611|08-17
9.37269|-79.889|08-17
8.95997|-79.56702|08-17
9.36614|-79.88559|08-17
8.95553|-79.56561|08-17
9.49569|-79.87569|08-17
9.35871|-79.88459|08-17
8.80929|-79.58724|08-17
9.41957|-79.91882|08-17
9.35232|-79.91072|08-17
9.43795|-79.85008|08-17
8.84948|-79.47802|08-17
9.37532|-79.8909|08-17
9.4242|-79.88058|08-17
8.95494|-79.56617|08-17
9.37226|-79.88537|08-17
9.3586|-79.88355|08-17
8.85488|-79.47078|08-17
9.5159|-79.89458|08-17
9.36078|-79.88432|08-17
9.47643|-79.8354|08-17
8.97395|-79.58281|08-17
9.52832|-79.9137|08-17
8.96332|-79.57002|08-17
8.86672|-79.46338|08-17
9.3509|-79.90779|08-17
9.35779|-79.89057|08-17
9.36301|-79.88554|08-17
9.36927|-79.88615|08-17
9.46091|-79.84689|08-17
8.75688|-79.41368|08-17
8.73995|-79.41179|08-17
9.60988|-79.8686|08-17
8.77525|-79.41782|08-17
9.60299|-79.84672|08-17
9.60066|-79.87466|08-17
9.60374|-79.86066|08-17
9.59287|-79.8555|08-17
8.75851|-79.41323|08-17
8.764520000000001|-79.42447|08-17
9.579039999999999|-79.86794|08-17
8.76301|-79.41518|08-17
8.77744|-79.42543|08-17
8.81002|-79.5894|08-18
9.37524|-79.89088|08-18
9.37495|-79.92436000000001|08-18
9.35699|-79.88263|08-18
9.4579|-79.9361|08-18
9.35088|-79.90775|08-18
8.95997|-79.56702|08-18
8.957840000000001|-79.56483|08-18
8.84586|-79.45686|08-18
9.352|-79.90788|08-18
8.97982|-79.58767|08-18
8.86866|-79.45439|08-18
9.44316|-79.86192|08-18
9.3578|-79.89057|08-18
8.95719|-79.57445|08-18
8.95565|-79.56555|08-18
9.37275|-79.88896|08-18
9.36291|-79.8854|08-18
8.87206|-79.46822|08-18
8.81628|-79.54797|08-18
8.95494|-79.56615|08-18
8.85922|-79.45913|08-18
8.97333|-79.58246|08-18
8.84274|-79.47227|08-18
8.85671|-79.52333|08-18
9.3723|-79.88533|08-18
9.28015|-79.9136|08-18
8.85506|-79.4706|08-18
9.35227|-79.91075|08-18
8.95393|-79.57488|08-18
9.37176|-79.88595|08-18
9.36664|-79.88927|08-18
9.56842|-79.91185|08-18
8.96053|-79.57622|08-18
9.43877|-79.8504|08-18
9.36691|-79.8843|08-18
8.71568|-79.40747|08-18
9.56586|-79.82901|08-18
8.71748|-79.40202|08-18
9.56266|-79.87379|08-18
8.78198|-79.4298|08-18
8.74601|-79.41636|08-18
9.57954|-79.85684|08-18
8.77819|-79.42627|08-18
9.52883|-79.99517|08-18
9.60401|-79.85301|08-18
8.76639|-79.42376|08-18
9.60928|-79.84606|08-18
9.58468|-79.86727|08-18
9.58391|-79.86987|08-18
9.35087|-79.90763|08-19
9.37471|-79.89036|08-19
9.48523|-79.91086|08-19
8.86021|-79.47607|08-19
8.86847|-79.45435|08-19
9.54117|-79.92557|08-19
8.9625|-79.5693|08-19
8.95795|-79.56504|08-19
9.37343|-79.92464|08-19
9.36276|-79.88538|08-19
9.35605|-79.88235|08-19
9.3578|-79.89053|08-19
8.80912|-79.58795|08-19
8.9557|-79.5655|08-19
9.36364|-79.88588|08-19
9.38261|-79.89677|08-19
9.49323|-79.87565|08-19
8.79914|-79.59252|08-19
8.871690000000001|-79.46716|08-19
9.488|-79.93735|08-19
9.52073|-79.94591|08-19
8.96049|-79.57628|08-19
8.8161|-79.54777|08-19
9.26999|-79.92364|08-19
8.95497|-79.56614|08-19
9.455|-79.93612|08-19
8.95668|-79.57423|08-19
9.37272|-79.88883|08-19
8.96038|-79.5674|08-19
9.37131|-79.88678|08-19
8.85669|-79.52327|08-19
9.41893|-79.89929|08-19
9.35232|-79.91076|08-19
8.94887|-79.56861|08-19
8.95351|-79.57563|08-19
9.43668|-79.851|08-19
8.75299|-79.42508|08-19
9.59938|-79.86597|08-19
9.60611|-79.89106|08-19
9.49118|-79.93187|08-19
9.58542|-79.87239|08-19
8.7202|-79.41392|08-19
8.75506|-79.42069|08-19
8.7771|-79.42767|08-19
9.572330000000001|-79.86143|08-19
9.55519|-79.87775|08-19
9.59119|-79.86307|08-19
8.77842|-79.42623|08-19
9.56202|-79.88949|08-19
8.96051|-79.57633|08-20
9.29493|-79.91591|08-20
9.47182|-79.94698|08-20
8.80911|-79.58757|08-20
9.46761|-79.81085|08-20
9.36691|-79.88421|08-20
8.891680000000001|-79.51364|08-20
9.37556|-79.89087|08-20
8.9594|-79.56658|08-20
8.95783|-79.56516|08-20
9.37185|-79.88849|08-20
9.26886|-79.92383|08-20
9.36922|-79.8864|08-20
9.49314|-79.79885|08-20
9.36156|-79.88475|08-20
8.8482|-79.46622|08-20
8.87214|-79.46534|08-20
9.46493|-79.89243|08-20
8.885580000000001|-79.5069|08-20
8.9977|-79.60181|08-20
9.35191|-79.90822|08-20
8.86794|-79.48992|08-20
9.46908|-79.91658|08-20
8.86058|-79.47415|08-20
8.9635|-79.57009|08-20
9.37243|-79.88496|08-20
9.43672|-79.85163|08-20
8.95388|-79.56717|08-20
8.81618|-79.5468|08-20
9.35088|-79.90733|08-20
9.45577|-79.93702|08-20
9.35809|-79.88339|08-20
8.83752|-79.48104|08-20
8.98471|-79.59148|08-20
9.35777|-79.89055|08-20
9.52936|-79.78441|08-20
8.75793|-79.41076|08-20
8.76096|-79.42112|08-20
8.7515|-79.41461|08-20
9.5992|-79.84989|08-20
8.7275|-79.40727|08-20
9.61459|-79.88674|08-20
9.60317|-79.86483|08-20
9.61553|-79.88723|08-20
8.72665|-79.40275|08-20
9.61177|-79.89145|08-20
9.53746|-80.00988|08-20
8.78512|-79.43321|08-20
9.61084|-79.85295|08-20
9.59886|-79.87213|08-20
9.6136|-79.84567|08-20
9.35208|-79.91671|08-21
9.35629|-79.88256|08-21
9.41027|-79.89647|08-21
9.43825|-79.85017|08-21
9.35094|-79.90748|08-21
8.95672|-79.5744|08-21
9.46733|-79.87267|08-21
9.5001|-79.97181|08-21
9.49405|-79.9246|08-21
9.35776|-79.89058|08-21
8.86805|-79.52713|08-21
8.86328|-79.47915|08-21
9.36359|-79.8858|08-21
8.83679|-79.48078|08-21
9.37475|-79.89039|08-21
9.448830000000001|-79.85744|08-21
9.43553|-79.86774|08-21
8.87173|-79.46628|08-21
8.95588|-79.56533|08-21
8.85196|-79.47225|08-21
8.96334|-79.56991|08-21
8.9814|-79.58885|08-21
8.862870000000001|-79.46631000000001|08-21
9.50554|-79.88259|08-21
9.43905|-79.89932|08-21
8.8678|-79.49027|08-21
9.37373|-79.89605|08-21
9.35256|-79.91078|08-21
8.95411|-79.56675|08-21
8.94439|-79.56603|08-21
8.96048|-79.57629|08-21
9.40108|-79.95527|08-21
9.01237|-79.60811|08-21
9.36097|-79.88457|08-21
9.35861|-79.88354|08-21
9.60793|-79.8569|08-21
9.55017|-79.89083|08-21
8.74734|-79.41504|08-21
8.77033|-79.41633|08-21
8.74599|-79.40765|08-21
8.79141|-79.43279|08-21
9.52115|-80.01722|08-21
8.71421|-79.40521|08-21
9.62163|-79.84946|08-21
9.42868|-79.87128|08-22
8.953710000000001|-79.56719|08-22
8.85693|-79.45844|08-22
9.40141|-79.95546|08-22
9.36364|-79.88558|08-22
9.37298|-79.88917000000001|08-22
8.91749|-79.54477|08-22
8.957840000000001|-79.56505|08-22
8.96067|-79.5675|08-22
9.44975|-79.85752|08-22
8.98147|-79.58878|08-22
9.36952|-79.88562|08-22
9.55655|-79.88273|08-22
9.43983|-79.85042|08-22
9.36063|-79.88432|08-22
9.49124|-79.93973|08-22
8.95564|-79.57425|08-22
9.37136|-79.88658|08-22
9.35836|-79.88333|08-22
9.36658|-79.88541|08-22
9.35782|-79.89058|08-22
9.37475|-79.8904|08-22
9.35085|-79.90753|08-22
8.96334|-79.5699|08-22
8.96081|-79.57653|08-22
9.35628|-79.88252|08-22
8.95563|-79.56556|08-22
8.76624|-79.41853|08-22
9.57587|-79.85597|08-22
8.76978|-79.42473|08-22
8.74061|-79.40605|08-22
8.75438|-79.41616|08-22
8.73485|-79.40533|08-22
8.82494|-79.45962|08-22
8.722|-79.40731|08-22
9.27051|-79.91221|08-22
8.7427|-79.40838|08-22
8.75607|-79.41643|08-22
9.53049|-79.86571|08-22
9.5501|-79.86341|08-22
9.62037|-79.83863|08-22
9.58748|-79.857|08-22
8.759640000000001|-79.4174|08-22
9.49049|-79.97763|08-22
8.73842|-79.41304|08-22
8.83665|-79.53997|08-23
8.96031|-79.57631|08-23
8.87024|-79.4849|08-23
9.36425|-79.88613|08-23
9.40181|-79.95573|08-23
8.88563|-79.51704|08-23
8.87877|-79.44414|08-23
8.87556|-79.46481|08-23
8.89732|-79.46377|08-23
9.36963|-79.8853|08-23
9.22185|-79.92991|08-23
8.88801|-79.46143000000001|08-23
9.374600000000001|-79.89041|08-23
9.36105|-79.88455|08-23
9.44683|-79.88467|08-23
8.95603|-79.57385|08-23
8.86387|-79.47666|08-23
9.3587|-79.88358|08-23
8.99582|-79.59132|08-23
8.85525|-79.44958|08-23
8.96306|-79.56978|08-23
9.35095|-79.90768|08-23
9.35777|-79.89061|08-23
8.82405|-79.47193|08-23
9.44047|-79.89614|08-23
9.35219|-79.90778|08-23
9.42938|-79.87215|08-23
8.89686|-79.44763|08-23
8.95874|-79.56728|08-23
8.76823|-79.41687|08-23
9.35613|-79.88244|08-23
8.873660000000001|-79.4761|08-23
8.74981|-79.41877|08-23
8.96257|-79.56933|08-23
9.56449|-79.86211|08-23
8.73358|-79.4078|08-23
8.71377|-79.40562|08-23
9.56853|-79.86253|08-23
8.78529|-79.42901|08-23
9.52322|-79.97934|08-23
9.58717|-79.85389|08-23
9.59021|-79.84381|08-23
9.51618|-79.89043|08-23
9.58755|-79.86648|08-23
8.77668|-79.42292|08-23
9.37231|-79.88509|08-24
8.897|-79.44822|08-24
9.37398|-79.8898|08-24
9.4469|-79.87076|08-24
8.9603|-79.57625|08-24
9.35609|-79.88236|08-24
9.36963|-79.88527|08-24
9.01444|-79.61757|08-24
8.96303|-79.56963|08-24
8.96005|-79.56705|08-24
8.888020000000001|-79.4619|08-24
9.35798|-79.88316|08-24
9.35779|-79.89061|08-24
9.36377|-79.88581|08-24
9.4023|-79.95643|08-24
9.36699|-79.88418|08-24
8.77724|-79.50876|08-24
8.71649|-79.40089|08-24
8.95611|-79.57417|08-24
9.46951|-79.90403|08-24
8.75032|-79.41834|08-24
9.36214|-79.8851|08-24
8.87567|-79.46528|08-24
9.3728|-79.88928|08-24
8.8652|-79.39982|08-24
8.89775|-79.46401|08-24
9.51961|-79.94218|08-24
8.955400000000001|-79.56563|08-24
8.9583|-79.56539|08-24
8.79673|-79.5831|08-24
8.85466|-79.46453|08-24
9.37633|-79.89133|08-24
9.215160000000001|-79.92382|08-24
8.87123|-79.47422|08-24
9.37118|-79.88678|08-24
8.87973|-79.44407|08-24
8.954180000000001|-79.57481|08-24
9.60728|-79.86173|08-24
8.73236|-79.41049|08-24
9.60657|-79.86396|08-24
8.743780000000001|-79.4126|08-24
9.59735|-79.85342|08-24
8.7796|-79.4327|08-24
8.74693|-79.41356|08-24
9.59625|-79.8755|08-24
9.56767|-79.86017|08-24
8.71648|-79.40689|08-24
8.72993|-79.40402|08-24
9.55821|-79.86852|08-24
9.5717|-79.86942|08-24
9.389990000000001|-79.89666|08-25
8.896840000000001|-79.44904|08-25
9.25787|-79.91097|08-25
8.96005|-79.56702|08-25
9.36358|-79.88568|08-25
8.97943|-79.58717|08-25
8.95392|-79.56691000000001|08-25
9.37282|-79.88927|08-25
9.35781|-79.89054|08-25
8.96267|-79.56975|08-25
9.01393|-79.61712|08-25
8.79962|-79.58256|08-25
9.48675|-79.869|08-25
8.8656|-79.47073|08-25
9.4462|-79.86942|08-25
9.35217|-79.90767|08-25
9.40111|-79.9554|08-25
9.43888|-79.85687|08-25
8.89192|-79.51171|08-25
9.35323|-79.9098|08-25
9.36024|-79.88423|08-25
8.954180000000001|-79.57522|08-25
8.87975|-79.44486|08-25
8.87549|-79.46592|08-25
8.95798|-79.56526|08-25
8.80825|-79.53683|08-25
8.859960000000001|-79.48201|08-25
9.47008|-79.84065|08-25
8.95606|-79.57391|08-25
8.95917|-79.57571|08-25
9.44166|-79.88072|08-25
9.61304|-79.86541|08-25
8.7206|-79.39923|08-25
8.76464|-79.42159|08-25
9.60469|-79.86598|08-25
9.59557|-79.85183|08-25
9.550650000000001|-79.89168|08-25
9.52227|-79.86877|08-25
8.74733|-79.41276|08-25
8.74533|-79.41297|08-25
8.72716|-79.41287|08-25
8.72545|-79.40476|08-25
9.59861|-79.85034|08-25
9.58896|-79.85662|08-25
9.59468|-79.86007|08-25
9.56343|-79.81706|08-26
9.35078|-79.90609|08-26
9.38277|-79.89686|08-26
8.96289|-79.56908|08-26
8.87348|-79.49135|08-26
8.86528|-79.46983|08-26
9.41633|-79.91833|08-26
8.95798|-79.56524|08-26
9.35821|-79.88328|08-26
8.96113|-79.56801|08-26
8.89665|-79.44691|08-26
9.36691|-79.88429|08-26
9.35324|-79.90978|08-26
8.98326|-79.59018|08-26
9.36109|-79.88458|08-26
9.43858|-79.86043|08-26
9.40045|-79.95583|08-26
8.89206|-79.51033|08-26
8.95359|-79.56747|08-26
9.37148|-79.88653|08-26
9.49731|-79.81258|08-26
9.37515|-79.89055|08-26
9.357850000000001|-79.89056|08-26
8.88787|-79.50073|08-26
8.89945|-79.52983|08-26
9.44436|-79.8916|08-26
9.47189|-79.88923|08-26
8.71868|-79.40341|08-26
9.2719|-79.91235|08-26
8.80967|-79.58271|08-26
8.95554|-79.56548|08-26
8.95948|-79.57578|08-26
8.78067|-79.42862|08-26
9.61345|-79.84457|08-26
8.72482|-79.40968|08-26
