latitude|longitude|Date
8.77405|-79.42653|07-20
8.77805|-79.41935|07-20
9.62436|-79.84903|07-20
9.55089|-79.87109|07-20
8.75131|-79.41591|07-20
8.74546|-79.41486|07-20
8.81951|-79.45559|07-20
8.78004|-79.42855|07-20
9.5559|-79.87347|07-20
8.7677|-79.42388|07-20
8.75345|-79.42026|07-20
8.73929|-79.4121|07-20
9.60693|-79.88132|07-20
8.72393|-79.40657|07-20
9.353110000000001|-79.91375|07-21
8.85364|-79.46839|07-21
8.79132|-79.47013|07-21
8.87551|-79.45207|07-21
9.3635|-79.88567|07-21
9.35811|-79.89081|07-21
9.27319|-79.92322|07-21
9.36167|-79.885|07-21
9.37295|-79.8892|07-21
8.95751|-79.56491|07-21
8.95635|-79.57418|07-21
8.86417|-79.45918|07-21
9.26555|-79.91143|07-21
9.46512|-79.88943|07-21
8.95422|-79.57477|07-21
8.95567|-79.56551|07-21
9.27464|-79.91277|07-21
9.47061|-79.90077|07-21
9.51417|-79.85033|07-21
8.96263|-79.56925|07-21
8.96033|-79.5763|07-21
9.36704|-79.88432|07-21
9.46053|-79.94296|07-21
9.35248|-79.9108|07-21
8.842410000000001|-79.49764|07-21
9.54439|-79.91376|07-21
9.37165|-79.8863|07-21
9.37221|-79.88526|07-21
8.85992|-79.48358|07-21
8.9536|-79.56734|07-21
9.47442|-79.82662|07-21
9.47467|-79.87326|07-21
9.35071|-79.90576|07-21
9.37518|-79.89064|07-21
9.49261|-79.87533|07-21
9.34922|-79.91592|07-21
9.48963|-79.93372|07-21
8.98471|-79.59152|07-21
8.74851|-79.41859|07-21
8.74618|-79.41732|07-21
8.73114|-79.39919|07-21
9.55136|-79.85537|07-21
9.53473|-79.85695|07-21
9.57068|-79.86507|07-21
8.75188|-79.4158|07-21
9.58653|-79.86776|07-21
9.50195|-79.94518|07-21
8.71865|-79.40488|07-21
9.56511|-79.8804|07-21
8.7503|-79.41397|07-21
9.58667|-79.8606|07-21
9.49283|-79.876|07-22
8.95936|-79.57578|07-22
9.36145|-79.88475|07-22
8.953990000000001|-79.56693|07-22
8.96088|-79.56787|07-22
9.5064|-79.89329|07-22
9.3726|-79.88893|07-22
9.353110000000001|-79.91375|07-22
9.47032|-79.88853|07-22
8.85623|-79.52934|07-22
9.35218|-79.90807|07-22
9.59479|-79.87897|07-22
9.49279|-79.9339|07-22
9.35879|-79.88351|07-22
9.41838|-79.89428|07-22
9.19496|-79.90866|07-22
8.9572|-79.57453|07-22
8.8519|-79.4488|07-22
8.95566|-79.56549|07-22
9.47707|-79.80572|07-22
9.44317|-79.89796|07-22
9.35077|-79.90763|07-22
9.44537|-79.8272|07-22
8.87007|-79.46863|07-22
8.85998|-79.48365|07-22
9.37236|-79.88518|07-22
9.46573|-79.91986|07-22
9.35233|-79.91085|07-22
8.95768|-79.56499|07-22
9.36444|-79.93221|07-22
9.4283|-79.89261|07-22
9.3581|-79.89079|07-22
9.41934|-79.9397|07-22
8.96349|-79.57012|07-22
9.36906|-79.88651|07-22
9.37461|-79.89039|07-22
9.59961|-79.85797|07-22
8.73895|-79.4108|07-22
8.72897|-79.39013|07-22
9.62573|-79.85959|07-22
8.71855|-79.40407|07-22
9.51184|-80.00932|07-22
9.59576|-79.8635|07-22
8.72845|-79.4055|07-22
9.60023|-79.85751|07-22
9.60648|-79.86302|07-22
9.60136|-79.87019|07-22
9.621690000000001|-79.83994|07-22
9.35085|-79.90738|07-23
9.35878|-79.8835|07-23
9.3638|-79.88588|07-23
8.82166|-79.58989|07-23
9.35238|-79.90772|07-23
9.43989|-79.9361|07-23
9.35218|-79.91094|07-23
9.49473|-79.93445|07-23
8.981580000000001|-79.58887|07-23
8.8529|-79.44873|07-23
9.353110000000001|-79.91373|07-23
8.96331|-79.56994|07-23
9.11206|-79.70085|07-23
9.42316|-79.94232|07-23
8.95635|-79.56487|07-23
9.36121|-79.88476|07-23
9.59355|-79.87884|07-23
8.86185|-79.4824|07-23
9.51407|-79.8614|07-23
9.48364|-79.84715|07-23
8.96105|-79.56792|07-23
9.53507|-79.83617|07-23
8.81007|-79.58615|07-23
8.93925|-79.56236|07-23
9.3717|-79.8861|07-23
9.52206|-79.9377|07-23
9.37196|-79.88837|07-23
9.37985|-79.89699|07-23
9.4567|-79.89047|07-23
8.95425|-79.56705|07-23
8.85609|-79.52992|07-23
9.41409|-79.91863|07-23
9.35813|-79.89083|07-23
9.3725|-79.885|07-23
9.485|-79.94462|07-23
9.39978|-79.89697|07-23
8.72765|-79.40569|07-23
8.75716|-79.42133|07-23
8.7528|-79.41007|07-23
8.72225|-79.41541|07-23
8.75316|-79.40746|07-23
9.59684|-79.86708|07-23
9.61123|-79.88527|07-23
9.59052|-79.8754|07-23
8.72951|-79.4088|07-23
9.62352|-79.86088|07-23
8.744720000000001|-79.40743|07-23
9.52912|-79.86427|07-23
8.78135|-79.43349|07-23
9.52638|-80.001|07-23
9.59661|-79.85265|07-23
9.62513|-79.85692|07-23
8.76299|-79.41991|07-23
8.74502|-79.41562|07-23
9.35607|-79.88238|07-24
9.44383|-79.88167|07-24
9.35814|-79.89079|07-24
9.43728|-79.86671|07-24
8.86037|-79.48332|07-24
8.89734|-79.45415|07-24
9.47879|-79.84547|07-24
9.3669|-79.8841|07-24
9.37538|-79.93057|07-24
9.54615|-79.83012|07-24
9.42274|-79.93973|07-24
9.37197|-79.88837|07-24
9.3748|-79.89045|07-24
9.36122|-79.88475|07-24
9.5061|-79.93105|07-24
8.82693|-79.48904|07-24
8.86873|-79.46683|07-24
8.82385|-79.57904|07-24
9.36332|-79.88567|07-24
9.31569|-79.91878|07-24
8.979330000000001|-79.58712|07-24
9.37443|-79.91774|07-24
8.96041|-79.57617|07-24
8.88762|-79.51016|07-24
9.36937|-79.88578|07-24
8.9538|-79.56712|07-24
9.52139|-79.93805|07-24
8.9599|-79.56712|07-24
9.49605|-79.86492|07-24
9.46427|-79.89182|07-24
9.0224|-79.62449|07-24
8.96535|-79.57553|07-24
8.84713|-79.48918|07-24
9.35836|-79.88335000000001|07-24
9.49234|-79.87543|07-24
8.8051|-79.59368|07-24
8.80997|-79.58616|07-24
8.8892|-79.52237|07-24
8.95722|-79.56463|07-24
8.96326|-79.56988|07-24
9.60025|-79.86262|07-24
8.7498|-79.40795|07-24
9.57544|-79.86525|07-24
8.794|-79.43283|07-24
8.76169|-79.42198|07-24
8.71902|-79.40346|07-24
8.77458|-79.42484|07-24
8.76223|-79.41866|07-24
8.7431|-79.41181|07-24
9.56251|-79.87672|07-24
9.49634|-80.00628|07-24
9.58198|-79.86906|07-24
8.72002|-79.40555|07-24
8.77302|-79.42193|07-24
9.59216|-79.85624|07-24
8.85371|-79.47295|07-25
9.47872|-79.84729|07-25
9.43289|-79.88117|07-25
9.4435|-79.88317|07-25
8.95707|-79.57466|07-25
8.9541|-79.57467|07-25
9.37253|-79.88887|07-25
8.95767|-79.5648|07-25
9.37477|-79.8903|07-25
9.50215|-79.93542|07-25
8.977360000000001|-79.58568|07-25
8.95378|-79.56715|07-25
9.51737|-79.94108|07-25
9.36921|-79.88663|07-25
8.85542|-79.4608|07-25
9.36332|-79.88555|07-25
8.95556|-79.56545|07-25
9.361|-79.88447|07-25
8.80972|-79.58656|07-25
9.35824|-79.88337|07-25
8.85993|-79.48422|07-25
8.80516|-79.59364|07-25
8.95971|-79.5759|07-25
9.49171|-79.81601|07-25
8.96274|-79.56925|07-25
8.96067|-79.56765|07-25
9.35606|-79.88248|07-25
9.35065|-79.90647|07-25
8.83197|-79.52831|07-25
9.375070000000001|-79.93048|07-25
9.35814|-79.8908|07-25
9.47879|-79.82498|07-25
9.4775|-79.86267|07-25
9.47853|-79.89652|07-25
8.86747|-79.46828|07-25
8.98511|-79.59168|07-25
8.8234|-79.57978|07-25
9.3723|-79.88524|07-25
8.86922|-79.48036|07-25
8.77563|-79.42863|07-25
9.60192|-79.77755|07-25
8.79346|-79.44124|07-25
8.75378|-79.41685|07-25
9.54221|-79.87964|07-25
9.5911|-79.8726|07-25
8.71746|-79.39985|07-25
8.79088|-79.42697|07-25
8.82489|-79.45654|07-25
9.52576|-79.89231|07-25
9.62394|-79.85065|07-25
9.60481|-79.89268|07-25
9.61828|-79.83823|07-25
9.57835|-79.87858|07-25
9.50731|-79.97474|07-25
8.72377|-79.406|07-25
8.73467|-79.40775|07-25
9.45705|-79.88336|07-26
9.49017|-79.8163|07-26
8.95526|-79.57229|07-26
9.37103|-79.88711|07-26
8.84449|-79.48643|07-26
9.47836|-79.82486|07-26
9.44516|-79.84049|07-26
8.76282|-79.41715|07-26
9.35806|-79.88317|07-26
8.8611|-79.48283|07-26
9.43295|-79.88115|07-26
8.97813|-79.5862|07-26
9.48729|-79.85804|07-26
8.86994|-79.46699|07-26
8.96099|-79.56789|07-26
9.36687|-79.88428|07-26
9.36296|-79.88578|07-26
9.48955|-79.83515|07-26
8.85407|-79.47691|07-26
8.89932|-79.45627|07-26
8.963|-79.56958|07-26
9.35084|-79.90727|07-26
9.46985|-79.86743|07-26
8.95947|-79.5756|07-26
9.37194|-79.88834|07-26
9.37489|-79.93047|07-26
8.86194|-79.53066|07-26
9.37231|-79.88522|07-26
8.80957|-79.58692|07-26
9.36922|-79.88648|07-26
8.9555|-79.56554|07-26
9.51726|-79.94132|07-26
9.36095|-79.88463|07-26
9.35201|-79.90797|07-26
8.98478|-79.5916|07-26
9.35813|-79.89078|07-26
9.48154|-79.86327|07-26
9.37542|-79.89081|07-26
8.87076|-79.45777|07-26
8.78525|-79.42271|07-26
8.76543|-79.42558|07-26
8.78218|-79.41947|07-26
8.71417|-79.40267|07-26
8.78858|-79.43775|07-26
9.56012|-79.89071|07-26
9.57386|-79.88244|07-26
9.58562|-79.87093|07-26
8.80948|-79.4486|07-26
9.59618|-79.86073|07-26
9.51784|-79.99319|07-26
9.59959|-79.85634|07-26
8.74539|-79.40948|07-26
9.60525|-79.84687|07-26
8.87059|-79.45787|07-27
9.37209|-79.88827|07-27
9.39461|-79.89689|07-27
9.36309|-79.88555|07-27
9.3747|-79.89029|07-27
9.37286|-79.89628|07-27
8.85634|-79.47582|07-27
8.92958|-79.55458|07-27
9.45696|-79.88216|07-27
9.3603|-79.8843|07-27
8.95772|-79.56498|07-27
8.95627|-79.57418|07-27
9.4906|-79.81599|07-27
9.25518|-79.91637|07-27
9.48555|-79.88363|07-27
9.37206|-79.88544|07-27
9.01748|-79.61301|07-27
9.50512|-79.95422|07-27
9.56405|-79.86227|07-27
9.44527|-79.83865|07-27
9.58418|-79.78341|07-27
8.8094|-79.58699|07-27
9.34804|-79.91889|07-27
8.86673|-79.46794|07-27
8.87352|-79.47728|07-27
9.49392|-79.83589|07-27
9.49558|-79.90716|07-27
8.98143|-79.58879|07-27
8.96043|-79.56751|07-27
8.9626|-79.5695|07-27
8.98896|-79.59475|07-27
9.37756|-79.92782|07-27
9.35076|-79.90653|07-27
8.95413|-79.57482|07-27
9.37103|-79.887|07-27
8.82804|-79.45245|07-27
9.58693|-79.93683|07-27
9.48172|-79.86257|07-27
8.86273|-79.4824|07-27
9.35811|-79.8908|07-27
9.11921|-79.75768|07-27
8.72606|-79.40575|07-27
9.5942|-79.87553|07-27
9.52187|-80.00734|07-27
8.76318|-79.41814|07-27
9.58205|-79.86111|07-27
9.57204|-79.88898|07-27
9.61313|-79.83725|07-27
9.6125|-79.85067|07-27
8.75925|-79.41487|07-27
9.59348|-79.86735|07-27
9.5993|-79.86115|07-27
9.62197|-79.85232|07-27
9.56467|-79.85183|07-27
8.71587|-79.40587|07-27
8.95635|-79.57419|07-28
9.37472|-79.89029|07-28
9.34892|-79.91393|07-28
9.46167|-79.8585|07-28
8.85978|-79.50077|07-28
9.49251|-79.90558|07-28
9.36092|-79.88428|07-28
8.85561|-79.47752|07-28
9.35811|-79.8908|07-28
8.960890000000001|-79.56784|07-28
9.46054|-79.87788|07-28
9.51429|-79.93902|07-28
9.35231|-79.91077|07-28
8.80938|-79.58743|07-28
9.36933|-79.8858|07-28
9.42752|-79.95664|07-28
8.95385|-79.56697|07-28
8.96258|-79.56947|07-28
9.35081|-79.90764|07-28
9.43873|-79.8749|07-28
9.37305|-79.88914|07-28
8.807690000000001|-79.5351|07-28
8.98052|-79.58818|07-28
8.99026|-79.59559|07-28
8.9595|-79.57574|07-28
8.79875|-79.43643|07-28
9.48405|-79.86025|07-28
8.87006|-79.45944|07-28
9.36317|-79.88567|07-28
9.35819|-79.88338|07-28
9.49259|-79.81333|07-28
9.36685|-79.8843|07-28
9.54739|-79.88974|07-28
9.50813|-79.95045|07-28
9.45551|-79.84987|07-28
9.52116|-79.84938|07-28
9.00052|-79.59501|07-28
8.86584|-79.47155|07-28
8.78626|-79.42907|07-28
8.76308|-79.41997|07-28
9.5549|-79.89288|07-28
8.75478|-79.4168|07-28
8.76877|-79.42572|07-28
9.52167|-79.96883|07-28
8.75334|-79.41042|07-28
9.6011|-79.84715|07-28
9.58428|-79.88569|07-28
8.74379|-79.41286|07-28
8.7164|-79.41024|07-28
9.60772|-79.84221|07-28
9.60389|-79.86658|07-28
8.73921|-79.41439|07-28
9.46091|-79.87812|07-29
9.3666|-79.88505|07-29
9.03436|-79.63687|07-29
8.95957|-79.57572|07-29
8.98392|-79.59087|07-29
9.35106|-79.90765|07-29
9.36353|-79.88568|07-29
9.45515|-79.88945|07-29
8.95723|-79.57455|07-29
9.36932|-79.8858|07-29
9.37294|-79.88908|07-29
8.80945|-79.58773|07-29
9.26739|-79.9118|07-29
8.81914|-79.53613|07-29
9.37239|-79.88517|07-29
8.74957|-79.42011|07-29
9.42693|-79.9567|07-29
9.37554|-79.89088|07-29
9.36953|-79.89388|07-29
9.40843|-79.89657|07-29
9.53017|-79.926|07-29
9.43783|-79.87483|07-29
8.95782|-79.56507|07-29
9.36104|-79.88459|07-29
9.35233|-79.91078|07-29
8.97722|-79.58543|07-29
8.74048|-79.40565|07-29
9.36956|-79.92449|07-29
8.96082|-79.5678|07-29
8.9556|-79.56549|07-29
9.52058|-79.8494|07-29
8.86701|-79.47467|07-29
8.88459|-79.47872|07-29
8.86506|-79.46803|07-29
9.49177|-79.81367|07-29
9.35193|-79.90815|07-29
9.46317|-79.86753|07-29
9.3581|-79.89078|07-29
9.6255|-79.85722|07-29
8.73074|-79.41245|07-29
8.75003|-79.41249|07-29
9.57722|-79.86338|07-29
9.56807|-79.87638|07-29
8.73042|-79.40772|07-29
9.47643|-80.01942|07-29
8.73788|-79.41395|07-29
9.51973|-80.00737|07-29
9.58116|-79.86816|07-29
9.60403|-79.85735|07-29
9.61954|-79.84272|07-29
8.74067|-79.41229|07-29
8.88443|-79.47764|07-30
8.87351|-79.46607|07-30
9.35233|-79.91083|07-30
9.28733|-79.9148|07-30
9.3647|-79.88616|07-30
9.42741|-79.95691|07-30
9.35835|-79.88352|07-30
8.95769|-79.56496|07-30
8.9608|-79.56771|07-30
9.35091|-79.90749|07-30
8.84242|-79.50988|07-30
8.95561|-79.56548|07-30
9.35813|-79.89078|07-30
9.37881|-79.91968|07-30
9.49067|-79.82402|07-30
8.96091|-79.57692|07-30
9.37493|-79.89031|07-30
9.45817|-79.92724|07-30
9.37199|-79.8855|07-30
9.46782|-79.86367|07-30
9.45436|-79.8519|07-30
8.95372|-79.56715|07-30
9.366530000000001|-79.88523|07-30
9.35233|-79.90764|07-30
8.89133|-79.48266|07-30
8.80936|-79.58738|07-30
9.3779|-79.89708|07-30
8.9184|-79.51995|07-30
9.48769|-79.85466|07-30
9.36135|-79.88467|07-30
9.26862|-79.92336|07-30
8.99018|-79.59563|07-30
8.96264|-79.56927|07-30
9.37285|-79.88915|07-30
8.72516|-79.40701|07-30
9.05975|-79.66161|07-30
9.49807|-79.9913|07-30
9.58788|-79.85066|07-30
8.76968|-79.42516|07-30
8.74683|-79.41421|07-30
9.57049|-79.88146|07-30
9.57586|-79.88388|07-30
8.77599|-79.43061|07-30
9.60703|-79.88175|07-30
8.73389|-79.41417|07-30
9.58664|-79.86082|07-30
9.61821|-79.84518|07-30
9.61146|-79.84|07-30
9.60437|-79.88902|07-30
9.35654|-79.88271|07-31
8.90636|-79.53623|07-31
8.92692|-79.55133000000001|07-31
8.99853|-79.59308|07-31
8.95744|-79.57|07-31
8.80927|-79.58691|07-31
8.891490000000001|-79.48186|07-31
9.35108|-79.9074|07-31
8.98267|-79.58985|07-31
8.95704|-79.57441|07-31
9.4862|-79.854|07-31
8.81518|-79.59255|07-31
8.97745|-79.58582|07-31
9.45681|-79.83405|07-31
9.447330000000001|-79.84849|07-31
9.36337|-79.8856|07-31
9.36093|-79.88474|07-31
8.88484|-79.47689|07-31
9.36962|-79.88543|07-31
9.36694|-79.8841|07-31
9.4665|-79.86307|07-31
9.37451|-79.89031|07-31
8.95453|-79.56652|07-31
9.49024|-79.82328|07-31
9.37308|-79.88928|07-31
8.96348|-79.5703|07-31
8.89479|-79.47759|07-31
8.95985|-79.56689|07-31
9.50745|-79.81902|07-31
9.35233|-79.91083|07-31
9.42733|-79.95668|07-31
9.35221|-79.90785|07-31
9.37201|-79.8855|07-31
9.45568|-79.85308|07-31
9.3581|-79.89077|07-31
8.95534|-79.56564|07-31
8.77294|-79.41587|07-31
8.82601|-79.46821|07-31
9.5932|-79.85276|07-31
8.77789|-79.43566|07-31
8.76947|-79.42812|07-31
8.76351|-79.42133|07-31
8.77683|-79.42883|07-31
9.55046|-79.8744|07-31
9.50284|-79.97728|07-31
9.58972|-79.8669|07-31
8.75826|-79.41235|07-31
8.72203|-79.40925|07-31
9.6055|-79.86467|07-31
9.62331|-79.8431|07-31
8.7753|-79.42091|07-31
9.3523|-79.91073|08-01
9.42633|-79.8772|08-01
8.8736|-79.45964|08-01
9.3692|-79.88643|08-01
8.9546|-79.5665|08-01
8.9578|-79.56503|08-01
8.95602|-79.57402|08-01
9.35651|-79.88269|08-01
9.48809|-79.83573|08-01
9.38593|-79.89711|08-01
9.36131|-79.8847|08-01
9.37207|-79.8855|08-01
9.36645|-79.88512|08-01
9.44772|-79.9148|08-01
9.37478|-79.8905|08-01
9.37099|-79.88719|08-01
9.44891|-79.84907|08-01
8.9595|-79.57575|08-01
9.35109|-79.90739|08-01
9.45703|-79.85387|08-01
9.3581|-79.89081|08-01
9.37309|-79.88928|08-01
8.8854|-79.4794|08-01
9.60394|-79.94509|08-01
8.9555|-79.56583|08-01
8.86954|-79.49208|08-01
9.42783|-79.95732|08-01
9.44446|-79.87788|08-01
8.81042|-79.5897|08-01
8.96094|-79.56778|08-01
8.9887|-79.5947|08-01
8.89211|-79.4837|08-01
8.86429|-79.47966|08-01
8.89616|-79.48012|08-01
8.86198|-79.47459|08-01
8.97574|-79.58442|08-01
8.81886|-79.59833|08-01
9.60242|-79.8843|08-01
8.78705|-79.43342|08-01
9.61524|-79.84159|08-01
9.5045|-79.8833|08-01
9.60334|-79.8644|08-01
8.75344|-79.41565|08-01
9.62287|-79.86554|08-01
8.76053|-79.4202|08-01
8.71579|-79.40659|08-01
8.78158|-79.42865|08-01
9.46484|-79.83125|08-01
9.46868|-79.91943|08-01
8.77697|-79.42676|08-01
8.74026|-79.40807|08-01
9.35611|-79.88244|08-02
8.87352|-79.45941|08-02
8.86529|-79.48776|08-02
9.27046|-79.91229|08-02
9.41006|-79.93337|08-02
9.44584|-79.84983|08-02
9.36355|-79.88567|08-02
8.95414|-79.57487|08-02
9.48042|-79.86072|08-02
8.95374|-79.56729|08-02
9.45265|-79.83618|08-02
8.8606|-79.46934|08-02
9.53483|-79.88241|08-02
9.43275|-79.87811|08-02
8.988620000000001|-79.59462|08-02
9.36825|-79.9248|08-02
9.41716|-79.89632|08-02
8.98034|-79.58793|08-02
8.9555|-79.56583|08-02
9.25225|-79.91014|08-02
9.36126|-79.88482|08-02
8.80963|-79.58849|08-02
9.42328|-79.87781|08-02
9.44307|-79.87744|08-02
8.89201|-79.48378|08-02
8.96254|-79.5693|08-02
8.9561|-79.57417|08-02
9.37755|-79.8969|08-02
8.83499|-79.46033|08-02
9.35238|-79.9077|08-02
9.28441|-79.92108|08-02
8.95794|-79.56512|08-02
9.35809|-79.89084|08-02
8.87103|-79.48359|08-02
8.96022|-79.57612|08-02
8.96075|-79.56771|08-02
9.48606|-79.83587|08-02
8.7389|-79.4069|08-02
9.61352|-79.85578|08-02
9.5892|-79.88184|08-02
9.51829|-79.88065|08-02
8.81554|-79.4283|08-02
8.75668|-79.46627|08-02
9.53154|-80.0194|08-02
9.58683|-79.85072|08-02
9.58745|-79.8538|08-02
9.58224|-79.86526|08-02
8.77764|-79.43282|08-02
9.60325|-79.856|08-02
9.54837|-79.88122|08-02
8.7443|-79.41246|08-02
9.61082|-79.85002|08-02
9.5761|-79.88309|08-02
9.5851|-79.8557|08-02
9.58121|-79.87985|08-02
9.57165|-79.85668|08-02
9.61567|-79.851|08-02
8.76352|-79.41177|08-02
8.77357|-79.42857|08-02
8.96071|-79.56752|08-03
9.35641|-79.91957|08-03
9.39603|-79.89654|08-03
9.3508|-79.90763|08-03
9.43889|-79.89041|08-03
9.3633|-79.88565|08-03
9.35609|-79.88233|08-03
8.81766|-79.48513|08-03
9.37103|-79.88698|08-03
9.01434|-79.61772|08-03
9.35813|-79.89081|08-03
8.98478|-79.59166|08-03
8.9539|-79.56714|08-03
9.35247|-79.9074|08-03
8.95954|-79.5757|08-03
9.46163|-79.80858|08-03
9.44739|-79.84872|08-03
9.48249|-79.81652|08-03
8.89155|-79.48273|08-03
9.44743|-79.88633|08-03
8.82529|-79.45353|08-03
9.37562|-79.89111|08-03
8.96296|-79.56944|08-03
9.4439|-79.87755|08-03
8.81776|-79.44353|08-03
8.97813|-79.5861|08-03
9.43417|-79.87693|08-03
8.80937|-79.58765|08-03
9.17218|-79.82888|08-03
9.37223|-79.88518|08-03
9.35336|-79.91352|08-03
9.36122|-79.88478|08-03
9.00239|-79.59776|08-03
9.41123|-79.93275|08-03
9.44876|-79.89471|08-03
8.87076|-79.48237|08-03
8.95417|-79.57467|08-03
9.46417|-79.97362|08-03
8.87265|-79.45792|08-03
9.529|-79.86467|08-03
9.48028|-79.86035|08-03
9.45424|-79.87747|08-03
8.86944|-79.50704|08-03
9.36687|-79.88423|08-03
9.45376|-79.83427|08-03
8.86442|-79.48603|08-03
9.57648|-79.88798|08-03
9.37313|-79.88906|08-03
8.7279|-79.41097|08-03
9.59159|-79.85674|08-03
8.71907|-79.40476|08-03
8.78568|-79.42927|08-03
9.61517|-79.84618|08-03
9.54548|-79.88168|08-03
9.61534|-79.8396|08-03
9.58262|-79.88613|08-03
9.59277|-79.86091|08-03
9.6008|-79.86249|08-03
9.55208|-79.86329|08-03
8.76758|-79.42558|08-03
9.57983|-79.8582|08-03
8.79668|-79.5818|08-04
9.43783|-79.83733|08-04
9.3668|-79.88456|08-04
9.37534|-79.8912|08-04
9.35801|-79.8832|08-04
9.44029|-79.85485|08-04
9.44843|-79.84875|08-04
8.95987|-79.56676|08-04
8.95604|-79.57401|08-04
8.96024|-79.57609|08-04
9.42861|-79.8544|08-04
9.41661|-79.88005|08-04
8.95424|-79.57477|08-04
9.35026|-79.91461|08-04
8.86668|-79.48224|08-04
9.36357|-79.88571|08-04
9.43503|-79.87695|08-04
9.45847|-79.88191|08-04
9.3581|-79.89081|08-04
9.35078|-79.90646|08-04
9.37208|-79.88854|08-04
8.72343|-79.40657|08-04
9.373|-79.88412|08-04
9.49656|-79.95233|08-04
8.82133|-79.542|08-04
9.52608|-79.79873|08-04
9.45478|-79.85838|08-04
8.85291|-79.47733|08-04
9.27954|-79.92222|08-04
9.45408|-79.83422|08-04
9.3612|-79.88468|08-04
9.27046|-79.91222|08-04
9.37077|-79.88705|08-04
8.80926|-79.58737|08-04
8.95397|-79.57011|08-04
9.43836|-79.90198|08-04
8.74946|-79.4615|08-04
9.51899|-79.93883|08-04
9.35336|-79.91353|08-04
8.97731|-79.58551|08-04
9.465|-79.97427|08-04
8.841|-79.4663|08-04
9.54887|-79.85368|08-04
8.75876|-79.41954|08-04
8.76463|-79.41877|08-04
9.59792|-79.88849|08-04
9.61103|-79.89294|08-04
8.71602|-79.40331|08-04
9.57057|-79.86917|08-04
8.75797|-79.41238|08-04
9.59026|-79.868|08-04
9.37548|-79.89083|08-05
9.36127|-79.88471|08-05
8.95417|-79.56684|08-05
9.43737|-79.85739|08-05
9.55707|-79.95805|08-05
8.80926|-79.58738|08-05
9.43255|-79.87918|08-05
8.96247|-79.56928|08-05
8.95705|-79.57465|08-05
8.8686|-79.48342|08-05
8.85239|-79.47818|08-05
9.40017|-79.89682|08-05
9.47584|-79.81254|08-05
9.37316|-79.88919|08-05
8.97804|-79.5863|08-05
9.02462|-79.62302|08-05
9.28995|-79.91533|08-05
9.35092|-79.90753|08-05
8.8225|-79.54183|08-05
9.4054|-79.89157|08-05
8.98464|-79.5915|08-05
9.37113|-79.88682|08-05
9.46025|-79.90956|08-05
9.37237|-79.88521|08-05
9.45202|-79.83716|08-05
9.367|-79.88417|08-05
8.95777|-79.56511|08-05
9.45885|-79.88217|08-05
9.35336|-79.91352|08-05
9.51758|-79.93848|08-05
8.9602|-79.56715|08-05
9.6256|-79.9931|08-05
9.5962|-79.88431|08-05
9.54081|-79.87035|08-05
8.72669|-79.40465|08-05
9.51443|-79.88721|08-05
9.62297|-79.8984|08-05
8.72266|-79.40384|08-05
8.7451|-79.41918|08-05
8.73175|-79.4163|08-05
9.5347|-79.89019|08-05
8.73107|-79.40841|08-05
9.58285|-79.88495|08-05
9.60383|-79.85167|08-05
9.60984|-79.86313|08-05
9.61663|-79.85089|08-05
8.74998|-79.41156|08-05
8.76268|-79.41679|08-05
9.44185|-79.88631|08-06
9.35975|-79.8839|08-06
8.85261|-79.47761|08-06
9.3521|-79.90808|08-06
8.8665|-79.50483|08-06
9.46125|-79.848|08-06
8.95567|-79.56533|08-06
8.73779|-79.45914|08-06
9.35795|-79.88325|08-06
9.36174|-79.88497|08-06
9.452|-79.83738|08-06
8.95776|-79.56488|08-06
9.4326|-79.88022|08-06
8.95979|-79.56702|08-06
9.35312|-79.91376|08-06
8.8099|-79.58653|08-06
9.51382|-79.94085|08-06
9.37318|-79.88918|08-06
9.49322|-79.96078|08-06
8.98832|-79.5942|08-06
9.35583|-79.8825|08-06
9.51103|-79.80675|08-06
9.35239|-79.91095|08-06
8.98026|-79.58793|08-06
8.96334|-79.56996|08-06
8.95599|-79.57406|08-06
8.84689|-79.46755|08-06
8.86689|-79.47988|08-06
8.95428|-79.5668|08-06
9.35639|-79.91868|08-06
9.45125|-79.85419|08-06
9.45483|-79.88468|08-06
9.43714|-79.85823|08-06
9.36359|-79.88566|08-06
9.37568|-79.89084|08-06
9.44271|-79.92874|08-06
8.87085|-79.52192|08-06
8.862|-79.46994|08-06
9.43567|-79.84367|08-06
8.75733|-79.41965|08-06
8.75879|-79.41673|08-06
8.73554|-79.41168|08-06
8.76767|-79.41729|08-06
9.62083|-79.89231|08-06
9.51333|-79.986|08-06
9.58921|-79.85833|08-06
8.727170000000001|-79.40492|08-06
8.74538|-79.41226|08-06
8.75428|-79.4154|08-06
9.36173|-79.885|08-07
8.81045|-79.58629|08-07
9.43715|-79.8582|08-07
9.44233|-79.92716|08-07
8.88958|-79.48097|08-07
9.34864|-79.91227|08-07
9.36388|-79.88586|08-07
9.37525|-79.89085|08-07
9.57777|-79.87291|08-07
8.89419|-79.48583|08-07
9.27664|-79.92281|08-07
8.850670000000001|-79.47275|08-07
9.43583|-79.844|08-07
8.87947|-79.51452|08-07
8.95785|-79.56503|08-07
9.45228|-79.83791|08-07
8.82087|-79.58854|08-07
8.95578|-79.56525|08-07
9.36963|-79.88528|08-07
9.43218|-79.87896|08-07
9.3524|-79.91087|08-07
9.51669|-79.94318|08-07
